edge_id,source,target,direction,kind,verdict,confidence,reviewer,reviewed_at,reason_len,reason
ae-MIS-MEM-013->ATOM-MEM-RAII-001::prop-2,MIS-MEM-013,ATOM-MEM-RAII-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:13,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-013->ATOM-MEM-RAII-001::prop-3,MIS-MEM-013,ATOM-MEM-RAII-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:14,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-014->ATOM-MEM-RAII-001::prop-1,MIS-MEM-014,ATOM-MEM-RAII-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:14,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-014->ATOM-MEM-RAII-001::prop-2,MIS-MEM-014,ATOM-MEM-RAII-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:15,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-014->ATOM-MEM-RAII-001::prop-3,MIS-MEM-014,ATOM-MEM-RAII-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:15,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-015->ATOM-MEM-ALIGN-001::prop-1,MIS-MEM-015,ATOM-MEM-ALIGN-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:16,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-015->ATOM-MEM-ALIGN-001::prop-2,MIS-MEM-015,ATOM-MEM-ALIGN-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:16,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-015->ATOM-MEM-ALIGN-001::prop-3,MIS-MEM-015,ATOM-MEM-ALIGN-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:17,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-SHARED-001::prop-1,MIS-MEM-016,ATOM-MEM-SHARED-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:18,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-SHARED-001::prop-2,MIS-MEM-016,ATOM-MEM-SHARED-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:18,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-SHARED-001::prop-3,MIS-MEM-016,ATOM-MEM-SHARED-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:19,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-WEAK-001::prop-1,MIS-MEM-016,ATOM-MEM-WEAK-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:19,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-WEAK-001::prop-2,MIS-MEM-016,ATOM-MEM-WEAK-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:20,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-016->ATOM-MEM-WEAK-001::prop-3,MIS-MEM-016,ATOM-MEM-WEAK-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:20,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-MOVE-002::prop-1,MIS-MEM-017,ATOM-MEM-MOVE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:21,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-MOVE-002::prop-2,MIS-MEM-017,ATOM-MEM-MOVE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:21,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-MOVE-002::prop-3,MIS-MEM-017,ATOM-MEM-MOVE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:22,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-VALUE-002::prop-1,MIS-MEM-017,ATOM-MEM-VALUE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:23,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-VALUE-002::prop-2,MIS-MEM-017,ATOM-MEM-VALUE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:23,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-017->ATOM-MEM-VALUE-002::prop-3,MIS-MEM-017,ATOM-MEM-VALUE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:24,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-001::prop-1,MIS-MEM-018,ATOM-MEM-VALUE-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:24,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-001::prop-2,MIS-MEM-018,ATOM-MEM-VALUE-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:25,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-001::prop-3,MIS-MEM-018,ATOM-MEM-VALUE-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:25,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-002::prop-1,MIS-MEM-018,ATOM-MEM-VALUE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:26,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-002::prop-2,MIS-MEM-018,ATOM-MEM-VALUE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:27,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-018->ATOM-MEM-VALUE-002::prop-3,MIS-MEM-018,ATOM-MEM-VALUE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:27,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-MOVE-002::prop-1,MIS-MEM-019,ATOM-MEM-MOVE-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:28,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-MOVE-002::prop-2,MIS-MEM-019,ATOM-MEM-MOVE-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:28,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-MOVE-002::prop-3,MIS-MEM-019,ATOM-MEM-MOVE-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:29,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-RAII-002::prop-1,MIS-MEM-019,ATOM-MEM-RAII-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:29,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-RAII-002::prop-2,MIS-MEM-019,ATOM-MEM-RAII-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:30,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-RAII-002::prop-3,MIS-MEM-019,ATOM-MEM-RAII-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:31,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-019->ATOM-MEM-RAII-002::prop-4,MIS-MEM-019,ATOM-MEM-RAII-002::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:31,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-RAII-002::prop-1,MIS-MEM-020,ATOM-MEM-RAII-002::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:32,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-RAII-002::prop-2,MIS-MEM-020,ATOM-MEM-RAII-002::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:32,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-RAII-002::prop-3,MIS-MEM-020,ATOM-MEM-RAII-002::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:33,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-RAII-002::prop-4,MIS-MEM-020,ATOM-MEM-RAII-002::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:33,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-UNIQUE-001::prop-1,MIS-MEM-020,ATOM-MEM-UNIQUE-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:34,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-UNIQUE-001::prop-2,MIS-MEM-020,ATOM-MEM-UNIQUE-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:34,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-020->ATOM-MEM-UNIQUE-001::prop-3,MIS-MEM-020,ATOM-MEM-UNIQUE-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:35,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-ALLOC-001::prop-1,MIS-MEM-021,ATOM-MEM-ALLOC-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:36,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-ALLOC-001::prop-2,MIS-MEM-021,ATOM-MEM-ALLOC-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:36,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-ALLOC-001::prop-3,MIS-MEM-021,ATOM-MEM-ALLOC-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:37,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-ALLOC-001::prop-4,MIS-MEM-021,ATOM-MEM-ALLOC-001::prop-4,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:37,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-NEW-001::prop-1,MIS-MEM-021,ATOM-MEM-NEW-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:38,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-NEW-001::prop-2,MIS-MEM-021,ATOM-MEM-NEW-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:38,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-021->ATOM-MEM-NEW-001::prop-3,MIS-MEM-021,ATOM-MEM-NEW-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:39,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-022->ATOM-MEM-NEW-001::prop-1,MIS-MEM-022,ATOM-MEM-NEW-001::prop-1,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:40,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-022->ATOM-MEM-NEW-001::prop-2,MIS-MEM-022,ATOM-MEM-NEW-001::prop-2,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:40,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
ae-MIS-MEM-022->ATOM-MEM-NEW-001::prop-3,MIS-MEM-022,ATOM-MEM-NEW-001::prop-3,mis_to_prop,related_atom,approve,,LiaoRanran,2026-09-19T23:17:41,60,用户授权批量通过：AI预标注approve，抽样验证准确率100%(20/20)，用户确认通过率90%以上即授权批量通过
